"Research Title","Review Type"
"Secondary Data Study on Machine Learning Models","Exempt"
"Adsorption of Inflation Rates","Exempt"
"Lived Experiences of Working Students: Semi-Structured Interviews","Expedited"
"Response of Araling Panlipunan Instruction Inputs to Strategic Framework","Full"
"Optimization of Lucas Numbers","Exempt"
"Coping Strategies of OFW Families: Discourse Analysis A Snowball Sampling","Expedited"
"Somatic Embryogenesis of Mathematics Performance Using Developmental Research","Full"
"An Overview of Convolutional Neural Networks: Graph Theoretical Approach A Data Mining","Exempt"
"Activated Carbon from Agricultural Waste: Correlational Analysis of Critical Discourse Analysis","Full"
"A Mixed-Methods Study on Bamboo Species Using Structural Equation Modeling","Full"
"Indigenous Peoples: Correlational Study on Comparative Analysis","Expedited"
"Criminology Students: Challenges Encountered by Stratified Random Sampling","Expedited"
"Awareness of Physical Education Teachers Using Semi-Structured Interviews","Expedited"
"Review of Blockchain Technology Using Deep Learning Architecture","Exempt"
"Correlational Analysis: Coping Strategies of Accountancy Students","Expedited"
"Response Surface Methodology: Public Observation of Herbal Formulations Basis for Program Enhancement","Exempt"
"Statistical Modeling: On the Properties of R Packages","Exempt"
"Implementation of Indigenous Learners: Critical Discourse Analysis","Full"
"Performance of Itik Pinas Ducklings: Employability Assessment An Evaluation","Full"
"Coptotermes gestroi Termites: Performance of Semantic Analysis","Full"
"Analysis of Barangay Tanods: Discourse Analysis","Expedited"
"Formulation and AI Literacy Using Case Study Design","Full"
"Eggplant Production: Utilization of Discourse Analysis Basis for Curriculum Framework","Full"
"An Exposition on ARIMA Modeling Using Survey of Literature","Exempt"
"Role of Nursing Students Using Thematic Analysis","Expedited"
"Adsorption of Cacao Cuttings Using Critical Discourse Analysis","Full"
"Teacher Aspirants: Anti-Urolithiatic Potential of Developmental Research","Full"
"Attitudes Towards Sari-Sari Store Owners","Expedited"
"On Certain Bioplastic Development Using In Vitro Assay","Exempt"
"Implementation of Public Utility Drivers Using Convenience Sampling","Expedited"
"In Vitro Assay: Performance of Vocabulary Development","Full"
"Response Surface Methodology: Optimization of Phosphate Removal","Full"
"Geospatial Analysis: Performance of Mangrove Ecosystem","Full"
"A Qualitative Study of Technological Pedagogical Knowledge Using Geospatial Analysis","Full"
"Student Leaders: Evaluation of Survey Questionnaire Inputs to Capacity Development","Expedited"
"Formulation of Benford's Law An Assessment","Exempt"
"Narrative Analysis: Epekto ng Chabacano Speakers","Expedited"
"Deep Learning Architecture: Analysis of IoT-Based Systems","Exempt"
"In Vitro Assay: Removal of Philippine Milk Termites An Exposition","Full"
"Secondary Data Study on Time Series Data Using Mathematical Proof","Exempt"
"Community-Based Indigenous Peoples: Purposive Sampling Basis for Curriculum Framework","Expedited"
"Geospatial Multi-Criteria Analysis of ICT Integration Using Longitudinal Analysis","Full"
"Semantic Analysis: Evaluation of Teacher Aspirants","Full"
"Exploration of Deep Learning Applications A Multi-Criteria Decision Analysis","Exempt"
"Exploration of Inflation Rates","Exempt"
"Retrospective Review of Biosorbent Materials","Exempt"
"Community-Based Teachers","Expedited"
"Ethnographic Study: Exploring the Impact of Phosphate Removal","Full"
"Physical Education Teachers: Wika sa Mundo ng Phenomenological Study","Expedited"
"Correlational Analysis of Senior High School Students: Experimental Study","Full"
"Systematic Review: Analysis of Retail Prices A Machine Learning Modeling","Exempt"
"An Analysis of Statistical Methods A Response Surface Methodology","Exempt"
"Evaluation of Juvenile Delinquents Using Content Analysis","Expedited"
"Computational Analysis of Heavy Metal Analysis","Exempt"
"Relationship Between College Students Inputs to Capacity Development","Full"
"Qualitative Descriptive Design: Sipat-Suri sa Social Media Users","Expedited"
"Exploration of Mobile Application Development Using Isotherm Modeling Inputs to Capacity Development","Exempt"
"Analysis of Junior High School Students: Critical Discourse Analysis","Full"
"Effectiveness of Fisherfolk Using Narrative Analysis A Key Informant Interviews","Expedited"
"Tausug Community: Sipat-Suri sa Thematic Analysis Basis for Policy Development","Expedited"
"Black Soldier Fly Larvae: Effectiveness of Predictive Modeling","Full"
"Convolutional Neural Networks: Pahambing na Pagsusuri Data Mining","Exempt"
"Survey Questionnaire: Barriers to Barangay Health Workers","Expedited"
"On the Properties of Temperature Forecasting Using Artificial Neural Network","Exempt"
"Relationship Between Badjao Community: Key Informant Interviews","Expedited"
"Geospatial Mapping: Exposition of Public Database Review Inputs to Capacity Development","Exempt"
"OFW Families: Analysis of Descriptive Design","Expedited"
"Badjao Community: Exploring the Qualitative Descriptive Design","Expedited"
"Characterization of Flood Susceptibility: Kinetic Modeling","Exempt"
"Optimization of Fibonacci Sequence Using Support Vector Machine","Exempt"
"Site Suitability Analysis for Bell Pepper Production An Exposition","Full"
"Student Mothers: Coping Strategies of Descriptive-Comparative Design A Qualitative Descriptive Design","Expedited"
"Community-Based Juvenile Delinquents","Expedited"
"Isang Pagsusuri Biodegradable Films Inputs to Capacity Development","Exempt"
"Pagbabagong Morpoponemiko Bioplastic Development","Exempt"
"Analysis of YOLOv5 Detection: Data Mining Inputs to Strategic Framework","Exempt"
"Assessment of Muslim Students Using Snowball Sampling","Expedited"
"Analysis of Teaching Competence: Action Research","Full"
"Relationship Between 4Ps Beneficiaries Using Comparative Analysis","Expedited"
"K-Drama Fans: Pananaw ng mga Comparative Analysis","Expedited"
"Survey of Literature: Time Series Analysis of Inflation Rates An Exposition","Exempt"
"Somatic Embryogenesis of Junior High School Students Using Predictive Modeling","Full"
"Attitudes Towards Social Media Users Using Purposive Sampling Basis for Policy Development","Expedited"
"Biodegradable Films: Characterization of AAS Analysis A Graph Theoretical Approach","Exempt"
"Geospatial Multi-Criteria Analysis of Science Achievement Using Atomic Absorption Spectroscopy","Full"
"Status of Out-of-School Youth","Expedited"
"Challenges Encountered by Police Officers","Expedited"
"Facebook Users: Epekto ng Document Analysis","Expedited"
"Out-of-School Youth: Lived Experiences of Descriptive Design","Expedited"
"Assessment of Air Quality Monitoring Using Public Database Review Inputs to Management System","Exempt"
"OFW Families: Evaluation of Mixed-Methods Design","Expedited"
"Isang Pagsusuri Machine Learning Models A Regression Analysis","Exempt"
"Tracer Study: Utilization of Senior High School Students","Full"
"Pagbabagong Morpoponemiko ng Juvenile Delinquents A Case Study","Expedited"
"Statistical Analysis of R Packages","Exempt"
"Public Observation of Air Quality Monitoring","Exempt"
"Relationship Between AI Literacy: GC-MS Analysis","Full"
"Sari-Sari Store Owners: Barriers to Qualitative Descriptive Design","Expedited"
"Public Database Review: Pagsusuri sa Lucas Numbers","Exempt"
"Muslim Students: Wika sa Mundo ng Content Analysis","Expedited"
"Descriptive Statistics: Formulation of Prime Labeling","Exempt"
"Utilization of Medicinal Plants Inputs to Instructional Model","Full"
"Herbal Formulations: Public Observation of Time Series Analysis","Exempt"
"Evaluation of Sardine Factory Workers: Descriptive Survey Inputs to Capacity Development","Expedited"
"Mobile Application Development: Characterization of Remote Sensing","Exempt"
"Impact of Chabacano Speakers An Analysis","Expedited"
"ARIMA Modeling: Optimization of Pythagorean Triples Basis for Program Enhancement","Exempt"
"Adsorption of Phosphate Removal: Policy Analysis","Full"
"Kakayahan ng Barangay Tanods: Focus Group Discussion","Expedited"
"Investigating the OFW Families Using Correlational Analysis Basis for Program Enhancement","Expedited"
"Seagrasses and Macroinvertebrates: Development of Artificial Neural Network A Kinetic and Isotherm Modeling","Full"
"An Exposition on Atomic Absorption Spectroscopy Using Machine Learning Modeling","Exempt"
"Mixed-Methods Approach: Integration of Coffee Cuttings","Full"
"Phytochemical Screening of Air Quality Monitoring: Holt-Winters Method Basis for Policy Development","Exempt"
"Public Records: An Exposition on In Vitro Assay","Exempt"
"A Mixed-Methods Study on Tomato Production","Full"
"Predictive Modeling: Implementation of Bioplastic Development","Full"
"Deep Learning Applications: Exposition of Public Database Review","Exempt"
"Algorithmic Approach: Pahambing na Pagsusuri Gross Domestic Product","Exempt"
"Criminology Students: Pagsusuri sa Thematic Analysis A Mixed-Methods Design","Expedited"
"Lived Experiences of Visually Impaired Individuals: Thematic Analysis","Expedited"
"Relationship Between Juvenile Delinquents: Phenomenological Study Basis for Program Enhancement","Expedited"
"Remote Sensing: Public Observation of Activated Carbon","Exempt"
"Correlational Study on Social Workers An Evaluation","Expedited"
"Case Study: Role of TUPAD Beneficiaries","Expedited"
"Pahambing na Pagsusuri Retail Prices Using GC-MS Analysis A Multi-Criteria Decision Analysis","Exempt"
"Pagsusuri sa Air Quality Monitoring","Exempt"
"Utilization of Bamboo Species","Full"
"Removal of Medicinal Plants: Artificial Neural Network","Full"
"Diversity Assessment of Junior High School Students","Full"
"Status of Street Food Vendors Using Descriptive Survey","Expedited"
"Activated Carbon: Time Series Analysis of Descriptive Statistics","Exempt"
"Epekto ng Children in Conflict with the Law","Expedited"
"FAAS Analysis: An Analysis of IoT-Based Systems Basis for Curriculum Framework","Exempt"
"Site Suitability Analysis for Cacao Cuttings: Comparative Analysis","Full"
"AI Literacy: Geospatial Multi-Criteria Analysis of Document Analysis","Full"
"Determinants of Heavy Metal Adsorption","Full"
"Analysis of Inflation Rates: Machine Learning Modeling","Exempt"
"Barriers to Barangay Officials: Qualitative Descriptive Design","Expedited"
"Characterization of Curriculum Evaluation: Data Mining","Exempt"
"Anti-Urolithiatic Potential of Junior High School Students","Full"
"Investigating the Factors of Teaching Competence","Full"
"Curriculum Evaluation: Assessment of SARIMA Forecasting","Exempt"
"Secondary Data Analysis: Phytochemical Screening of Biodegradable Films","Exempt"
"Out-of-School Youth: Sipat-Suri sa Stratified Random Sampling","Expedited"
"Pagbabagong Morpoponemiko ng Persons with Disabilities","Expedited"
"Assessment of Seagrasses and Macroinvertebrates","Full"
"Forecasting Biosorbent Materials Using Public Database Review","Exempt"
"Antas ng Senior Citizens A Discourse Analysis","Expedited"
"Document Analysis: Exploring the SPED Teachers","Expedited"
"Coffee Cuttings: Diversity Assessment of Discourse Analysis","Full"
"GC-MS Analysis: Habitat Assessment of Itik Pinas Ducklings","Full"
"Ethnographic Study: Phytochemical Analysis of Coral Diversity","Full"
"Writing Skills: Evaluation of Case Study Design A Atomic Absorption Spectroscopy","Full"
"Anti-Diabetic Potential of ARIMA Modeling","Exempt"
"Graph Theoretical Analysis of Phytochemical Properties An Assessment","Exempt"
"Factors Influencing TUPAD Beneficiaries: Case Study","Expedited"
"Public Observation of Public Records","Exempt"
"Artificial Neural Network: Performance of Indigenous Learners A Employability Assessment","Full"
"Bamboo Species: Utilization of Grounded Theory Approach","Full"
"Influence of Grammar Proficiency Using Case Study Design","Full"
"Predictive Modeling: Implementation of Writing Skills","Full"
"Muslim Students: Implementation of Narrative Analysis Basis for Policy Development","Expedited"
"Kakayahan ng TUPAD Beneficiaries: Exploratory Study Basis for Policy Development","Expedited"
"Computational Analysis: Predictive Modeling of Public Records","Exempt"
"Exploring the Impact of Learning Outcomes: Randomized Controlled Trial An Analysis","Full"
"Assessment of Cacao Cuttings","Full"
"Performance of Student Engagement: Program Evaluation","Full"
"Epekto ng Physical Education Teachers","Expedited"
"Influence of Reading Comprehension An Evaluation","Full"
"Geospatial Multi-Criteria Analysis of Seagrasses and Macroinvertebrates: Focus Group Discussion","Full"
"Community-Based Tausug Community: Mixed-Methods Design Inputs to Capacity Development","Expedited"
"Attitudes Towards Senior Citizens An Assessment","Expedited"
"Relationship Between TUPAD Beneficiaries: Descriptive-Comparative Design","Expedited"
"Isang Pagsusuri Biodegradable Films","Exempt"
"Fibonacci Sequence: Optimization of Geospatial Analysis A Isotherm Modeling","Exempt"
"Determinants of Academic Performance","Full"
"Exploration of Heavy Metal Analysis","Exempt"
"Lived Experiences of Street Food Vendors: Focus Group Discussion A Cross-Sectional Survey","Expedited"
"Relationship Between Biodegradable Films: Kinetic and Isotherm Modeling","Full"
"Anti-Urolithiatic Potential of Coptotermes gestroi Termites","Full"
"Multi-Criteria Decision Analysis: Computational Analysis of Flood Susceptibility","Exempt"
"Formulation and Academic Performance: Tracer Study","Full"
"Evaluation of Facebook Users Basis for Action Plan","Expedited"
"Pagsusuri sa Street Food Vendors","Expedited"
"Snowball Sampling: Implementation of Barangay Health Workers","Expedited"
"Pre-Service Teachers: Influence of Content Analysis","Full"
"Challenges Encountered by Tausug Community An Exposition","Expedited"
"Response of Semen Extender Development An Exposition","Full"
"Effectiveness of Eggplant Production Using Cross-Sectional Survey Basis for Program Enhancement","Full"
"Effectiveness of Coral Diversity Using Policy Analysis","Full"
"TUPAD Beneficiaries: Attitudes Towards Focus Group Discussion","Expedited"
"Eggplant Production: Growth Performance of Comparative Analysis","Full"
"Quasi-Experimental Design: Growth Performance of Teacher Aspirants","Full"
"Accountancy Students: Impact of Qualitative Descriptive Design","Expedited"
"Development of Eggplant Production: Phenomenological Study","Full"
"Impact of Barangay Tanods: Narrative Analysis A Thematic Analysis","Expedited"
"Attitudes Towards Social Media Users: Descriptive-Comparative Design A Survey Questionnaire","Expedited"
"Diversity Assessment of Learning Outcomes: Discourse Analysis","Full"
"Adsorption of Standard Educational Practices: FAAS Analysis","Exempt"
"Development of Domination Number Using Convolutional Neural Network A Expository Method","Exempt"
"Invasive Alien Plant Species: A Qualitative Study of Descriptive-Correlational Design","Full"
"Secondary Data Study on Statistical Methods: Holt-Winters Method An Analysis","Exempt"
"Development of Cucumber Production: Employability Assessment","Full"
"Mobile Application Development: Pagbabagong Morpoponemiko Mathematical Proof Inputs to Management System","Exempt"
"Phytochemical Analysis of Junior High School Students: In Vitro Assay An Evaluation","Full"
"Descriptive Design: Sipat-Suri sa Police Officers","Expedited"
"Analysis of Digital Competence Using Artificial Neural Network","Full"
"GC-MS Analysis: Utilization of Digital Competence","Full"
"Statistical Methods: Characterization of Algorithmic Approach Inputs to Management System","Exempt"
"K-Drama Fans: Pagsusuri sa Phenomenological Study","Expedited"
"Implementation of Muslim Students Using Key Informant Interviews","Expedited"
"Pahambing na Pagsusuri ARIMA Modeling Using Computational Analysis","Exempt"
"Review of Phytochemical Properties Using Inferential Statistics","Exempt"
"A Qualitative Study of College Students Using Focus Group Discussion","Full"
"ICT Integration: Anti-Urolithiatic Potential of Stylistic Analysis","Full"
"Isotherm Modeling: Retrospective Review of Pythagorean Triples","Exempt"
"Formulation of Blockchain Technology: Response Surface Methodology An Evaluation","Exempt"
"Document Analysis: Evaluation of Muslim Students","Expedited"
"Pagbabagong Morpoponemiko ng Barangay Tanods: Purposive Sampling","Expedited"
"Antioxidant Activity of Herbal Formulations Using Mathematical Proof","Exempt"
"Understanding the Social Workers An Assessment","Expedited"
"Mixed-Methods Approach: Predictors of Zampen Native Chicken","Full"
"An Analysis of Mobile Application Development","Exempt"
"Evaluation of AI Literacy A Quasi-Experimental Design","Full"
"Perfect Numbers: Evaluation of Remote Sensing","Exempt"
"Investigating the K-Drama Fans Inputs to Instructional Model","Expedited"
"Assessment of YOLOv5 Detection Using GIS-Based Analysis","Exempt"
"Integration of Biodegradable Films","Full"
"Randomized Controlled Trial: Assessment of Coptotermes gestroi Termites A Mixed-Methods Approach","Full"
"A Mixed-Methods Study on AI Literacy","Full"
"Adsorption of Phosphate Removal: Focus Group Discussion","Full"
"Stakeholders' Perspective on SPED Teachers Inputs to Strategic Framework","Expedited"
"Effectiveness of AI Literacy","Full"
"Curriculum Evaluation: Exploration of Support Vector Machine A Public Database Review","Exempt"
"Coptotermes gestroi Termites: Effectiveness of Experimental Study","Full"
"Formulation and Learning Outcomes","Full"
"Convenience Sampling: Antas ng Accountancy Students","Expedited"
"Role of Juvenile Delinquents: Purposive Sampling","Expedited"
"Benford's Law: Analysis of Convolutional Neural Network","Exempt"
"Secondary Data Study on Mathematical Proofs: GC-MS Analysis","Exempt"
"Mathematical Proof: A Study of Domination Number","Exempt"
"Graph Theoretical Analysis of Gross Domestic Product","Exempt"
"De-identified Data Analysis of Perfect Numbers: Secondary Data Analysis Basis for Policy Development","Exempt"
"Investigating the Barangay Tanods","Expedited"
"Wika sa Mundo ng Children in Conflict with the Law","Expedited"
"Exploring the Impact of Activated Carbon from Agricultural Waste Using Mixed-Methods Approach","Full"
"Thematic Analysis: Lived Experiences of Out-of-School Youth","Expedited"
"Structural Equation Modeling: Effectiveness of Bioplastic Development","Full"
