text,label
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 198 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 411 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 351 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 22 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 18 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 137 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 16 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 433 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 259 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 313 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. The primary objective is... 293 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 156 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 317 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 278 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 438 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. The primary objective is... 489 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 464 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 10 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 302 subjects involved.",Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 479 subjects involved.",Expedited
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 83 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 481 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 10 subjects involved.,Full Board
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 118 subjects involved.",Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 385 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 201 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 59 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 267 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 185 subjects involved.,Expedited
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 388 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 342 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 490 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 272 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 327 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. This study aims to... 433 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 214 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 111 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. The primary objective is... 410 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. This study aims to... 154 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 164 subjects involved.",Expedited
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 20 subjects involved.,Full Board
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 482 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 189 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 404 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 325 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 255 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 78 subjects involved.,Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 203 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 406 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 372 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 396 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 351 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 275 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 311 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 291 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 213 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. The primary objective is... 365 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 259 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 412 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. The primary objective is... 319 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 239 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 264 subjects involved.",Expedited
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 146 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 160 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 330 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. This study aims to... 57 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. This study aims to... 182 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 244 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. The primary objective is... 452 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 444 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. This study aims to... 223 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. The primary objective is... 98 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 424 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 91 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 491 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 274 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 396 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 10 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 316 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Participants will be asked to... 357 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 266 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 154 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 475 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 104 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 218 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 369 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. The primary objective is... 63 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 225 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 362 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 91 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. This study aims to... 149 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. Participants will be asked to... 267 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 383 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 481 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 417 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 17 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 115 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 395 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 394 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 284 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 454 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 109 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 309 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. The primary objective is... 18 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 454 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 102 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 378 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 456 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 490 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 287 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 314 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 80 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 44 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 278 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. This study aims to... 71 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 33 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 64 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. This study aims to... 379 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 348 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 203 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 378 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 415 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 310 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 480 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 56 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 164 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 265 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 44 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 171 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 130 subjects involved.,Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 85 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 498 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. The primary objective is... 325 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 81 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Data will be collected via... 467 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. Participants will be asked to... 219 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 139 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 174 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 133 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 399 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 184 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 281 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. This study aims to... 138 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. This study aims to... 21 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. This study aims to... 468 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 62 subjects involved.",Expedited
Research involving interviews with incarcerated individuals about prison conditions. The primary objective is... 162 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 196 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 58 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 363 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 250 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 335 subjects involved.",Expedited
Research involving intentional deception of participants regarding physical safety. The primary objective is... 239 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 351 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 231 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 159 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 160 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 89 subjects involved.,Expedited
Observation of public behavior in a city park without any identifiers recorded. This study aims to... 236 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 349 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 389 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 305 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 185 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. This study aims to... 138 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 181 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 212 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 147 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 251 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 457 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 367 subjects involved.,Full Board
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 407 subjects involved.",Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 165 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 120 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 286 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 317 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 273 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. This study aims to... 343 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 408 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 306 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 32 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 80 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 390 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 48 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 115 subjects involved.",Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. This study aims to... 420 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 254 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 19 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 16 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 85 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 107 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. The primary objective is... 32 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 271 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 244 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. Participants will be asked to... 91 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. The primary objective is... 85 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. This study aims to... 290 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 492 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. This study aims to... 97 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 280 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 60 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 174 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. Data will be collected via... 369 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 81 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 290 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 71 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. The primary objective is... 418 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 65 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. This study aims to... 93 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 304 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. Data will be collected via... 35 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 67 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 99 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 221 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 264 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 488 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 273 subjects involved.",Expedited
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 460 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 441 subjects involved.,Full Board
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 299 subjects involved.",Expedited
Research involving intentional deception of participants regarding physical safety. Data will be collected via... 446 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 350 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 123 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. This study aims to... 30 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 495 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 259 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. The primary objective is... 447 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 278 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. The primary objective is... 364 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 278 subjects involved.,Exempt
Research involving interviews with incarcerated individuals about prison conditions. Data will be collected via... 347 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 457 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 273 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 40 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 79 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 50 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 359 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 471 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. Data will be collected via... 295 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 91 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 130 subjects involved.",Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 35 subjects involved.",Expedited
Study on the psychological impact of past trauma in children under 10. The primary objective is... 281 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 332 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 244 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 455 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 229 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 265 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. This study aims to... 294 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 233 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. The primary objective is... 495 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 167 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 394 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. The primary objective is... 149 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 115 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 235 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 225 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 451 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. This study aims to... 57 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 457 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 412 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 473 subjects involved.",Expedited
Study on the psychological impact of past trauma in children under 10. Participants will be asked to... 495 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 84 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 333 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Participants will be asked to... 317 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 473 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 206 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 87 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 403 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 127 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Data will be collected via... 417 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 38 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 257 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. The primary objective is... 163 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. The primary objective is... 216 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. This study aims to... 191 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 178 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 357 subjects involved.",Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 439 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 285 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 163 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 187 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. Data will be collected via... 163 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 446 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. Participants will be asked to... 470 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 164 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. The primary objective is... 109 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 241 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 499 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 471 subjects involved.",Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 416 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 18 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 77 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 220 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. The primary objective is... 144 subjects involved.,Full Board
